user_id,skills,interests,preferred_event_type,preferred_mode
U517,"Kubernetes, Data Analytics, Linux, Cloud Computing","Software Engineering, Machine Learning, Cloud Architecture, DevOps",Workshop,Online
U518,"Python, Cybersecurity, Ethical Hacking","Cyber Defense, Digital Forensics, Network Security, Machine Learning, DevOps","Conference, Workshop",Both
U519,"Problem Solving, Raspberry Pi, Python","Autonomous Systems, Machine Learning, NLP, Computer Vision","Hackathon, Conference",Offline
U520,"Problem Solving, Machine Learning, SQL, Computer Vision, Generative AI","Data Science, Data Analytics, Computer Vision",Tech Talk,Both
U521,"Microcontrollers, PCB Design, Embedded Systems, Electronics, Arduino, Circuit Design","PCB Design, Electronics, Microcontrollers, Digital Electronics",Project Exhibition,Both
U522,"Automation, Actuators, Raspberry Pi, Arduino","Drones, Smart Devices, Internet of Things","Project Exhibition, Conference",Offline
U523,"Cryptography, Linux, Animation, Network Security, CAD, 3D Design","UI/UX, Digital Forensics, Network Security, Cybersecurity",Workshop,Offline
U524,"Problem Solving, Computer Vision, Cryptography, Data Science, Machine Learning","Digital Forensics, Network Security, Artificial Intelligence, Data Analytics","Hackathon, Competition",Offline
U525,"Embedded Systems, Graphic Design, Marketing, UI/UX Design, Microcontrollers","PCB Design, Electronics, Marketing",Seminar,Both
U526,"Azure, Software Development, Docker","Cloud Computing, DevOps, Cloud Architecture, Automation",Workshop,Offline
U527,"Internet of Things, Arduino, Automation, Embedded Systems, Python, Cryptography","Automation, Smart Devices, Drones",Project Exhibition,Online
U528,"Natural Language Processing, Data Analytics, Problem Solving, Python","Generative AI, Artificial Intelligence, Data Science",Bootcamp,Both
U529,"Kubernetes, Problem Solving, Docker, Linux, Cloud Computing, Network Security","Software Engineering, DevOps, Cyber Defense, Innovation","Workshop, Seminar",Online
U530,"Drone Technology, Raspberry Pi, Robotics, Sensors, Video Editing","Automation, Autonomous Systems, Internet of Things",Competition,Offline
U531,"Electronics, PCB Design, Circuit Design, Digital Electronics, Python","Electronics, VLSI, Microcontrollers, UI/UX",Project Exhibition,Both
U532,"Problem Solving, Docker, AWS, Linux","Ethical Hacking, Cloud Computing, Cyber Defense","Bootcamp, Conference",Online
U533,"SQL, UI/UX Design, TypeScript","Graphic Design, App Development, Generative AI, Computer Vision",Competition,Both
U534,"Raspberry Pi, Robotics, Cybersecurity","Digital Forensics, Ethical Hacking, Robotics","Competition, Workshop",Both
U535,"Robotics, Electronics, Arduino, Internet of Things, Circuit Design","Microcontrollers, Robotics, Electronics, Drones",Competition,Online
U536,"Robotics, Animation, Internet of Things, Content Creation, Leadership, UI/UX Design","Autonomous Systems, Animation, Smart Devices",Project Exhibition,Both
U537,"Graphic Design, CAD, Video Editing, Communication","Product Design, UI/UX, 3D Design","Conference, Bootcamp",Offline
U538,"Problem Solving, Network Security, Python","Ethical Hacking, Digital Forensics, Cybersecurity","Competition, Workshop",Both
U539,"Data Science, Cryptography, Ethical Hacking","Cloud Architecture, Network Security, Artificial Intelligence, Ethical Hacking","Workshop, Seminar",Both
U540,"Python, Communication, Computer Vision, Problem Solving, Project Management","Computer Vision, Generative AI, NLP, Machine Learning",Workshop,Offline
U541,"Actuators, Robot Programming, Animation, Problem Solving","UI/UX, Automation, Drones, Robotics","Workshop, Project Exhibition",Offline
U542,"Node.js, Internet of Things, Sensors","Drones, Automation, Backend Development, App Development",Hackathon,Both
U543,"Kubernetes, DevOps, Digital Marketing","Cloud Architecture, Product Management, Cloud Computing, Software Engineering","Bootcamp, Webinar",Both
U544,"SQL, Deep Learning, Project Management, Problem Solving, Linux","Computer Vision, Generative AI, Data Analytics","Workshop, Hackathon",Both
U545,"Linux, Embedded Systems, Digital Electronics, ESP32, Animation","Embedded Systems, Ethical Hacking, Electronics","Workshop, Conference",Both
U546,"Communication, Business Strategy, Leadership, Innovation","Startups, Marketing, Leadership","Webinar, Hackathon",Online
U547,"React, TypeScript, HTML/CSS, JavaScript","Frontend Development, Software Engineering, Backend Development, Digital Forensics","Bootcamp, Tech Talk",Offline
U548,"Cloud Computing, DevOps, Software Development, Docker, Azure","Cloud Computing, Software Engineering, DevOps",Workshop,Online
U549,"Communication, Animation, UI/UX Design, Graphic Design, Kubernetes, AWS","UI/UX, Animation, Graphic Design, Embedded Systems",Conference,Both
U550,"Arduino, Raspberry Pi, Robotics, Automation, Actuators","Drones, Autonomous Systems, Robotics, Smart Devices","Hackathon, Conference",Online
U551,"Internet of Things, Actuators, Arduino, Robotics, Cybersecurity","Internet of Things, Smart Devices, Robotics",Project Exhibition,Online
U552,"Innovation, Graphic Design, Embedded Systems, Raspberry Pi, Communication","Marketing, Drones, Product Design",Conference,Offline
U553,"Raspberry Pi, Problem Solving, Natural Language Processing","Internet of Things, Computer Vision, Generative AI",Competition,Offline
U554,"SQL, Problem Solving, Deep Learning, Drone Technology, Natural Language Processing","Generative AI, Internet of Things, Computer Vision",Project Exhibition,Both
U555,"Entrepreneurship, Public Speaking, Business Strategy, Innovation","Marketing, Product Management, Leadership, Cloud Architecture","Workshop, Bootcamp",Online
U556,"Marketing, React, SQL, JavaScript, Frontend Development","Leadership, Public Speaking, Backend Development, Open Source",Project Exhibition,Both
U557,"Video Editing, 3D Design, Communication, CAD","UI/UX, Product Design, 3D Design",Project Exhibition,Both
U558,"Video Editing, 3D Design, Graphic Design, Business Strategy, Content Creation, Robotics","Product Management, Graphic Design, Animation, 3D Design","Seminar, Tech Talk",Offline
U559,"Digital Forensics, Network Security, Problem Solving, Linux, Data Analytics","Digital Forensics, Cyber Defense, Network Security, Ethical Hacking",Bootcamp,Offline
U560,"Linux, CAD, Animation, Embedded Systems","DevOps, 3D Design, Product Design","Webinar, Hackathon",Both
U561,"TypeScript, Communication, HTML/CSS, Content Creation, Drone Technology, Python","Autonomous Systems, App Development, Frontend Development, Product Design, Drones","Competition, Project Exhibition",Both
U562,"Linux, Network Security, Digital Forensics","Network Security, Cybersecurity, Cyber Defense, Generative AI, DevOps",Competition,Online
U563,"PCB Design, ESP32, Communication, Cybersecurity, VLSI, Video Editing","Electronics, Ethical Hacking, Leadership, 3D Design",Hackathon,Both
U564,"Ethical Hacking, Cryptography, Cybersecurity, Linux, Network Security, ESP32","Ethical Hacking, Digital Forensics, Cybersecurity",Bootcamp,Offline
U565,"Machine Learning, Generative AI, Communication, Python, Sensors, SQL","Robotics, Data Analytics, Generative AI, Frontend Development","Tech Talk, Workshop",Both
U566,"3D Design, Video Editing, Software Development, Graphic Design, Business Strategy","3D Design, Cloud Architecture, Graphic Design, Cloud Computing, Product Management",Tech Talk,Offline
U567,"Content Creation, Animation, Embedded Systems, Cryptography, UI/UX Design, Graphic Design","Cybersecurity, Animation, Digital Forensics, UI/UX","Competition, Workshop",Offline
U568,"Network Security, Linux, Python, Kubernetes","Ethical Hacking, Cloud Computing, NLP","Webinar, Workshop",Online
U569,"3D Design, Natural Language Processing, Cryptography, SQL, Robot Programming, UI/UX Design","Generative AI, App Development, Autonomous Systems, Robotics, Ethical Hacking",Project Exhibition,Offline
U570,"Software Development, Azure, HTML/CSS, DevOps, App Development","Open Source, Software Engineering, Cloud Architecture, Cloud Computing","Bootcamp, Conference",Online
U571,"Digital Forensics, Leadership, App Development, Embedded Systems, React, CAD","Backend Development, Internet of Things, 3D Design",Bootcamp,Both
U572,"Cybersecurity, PCB Design, ESP32, VLSI, Robotics","Electronics, Embedded Systems, Microcontrollers",Bootcamp,Offline
U573,"Deep Learning, SQL, Communication, Teamwork","Startups, Generative AI, Data Science, Computer Vision",Workshop,Both
U574,"Azure, Project Management, Linux, DevOps, Cloud Computing","Software Engineering, Cloud Architecture, DevOps",Webinar,Offline
U575,"Problem Solving, UI/UX Design, Content Creation, React, Teamwork","App Development, UI/UX, Software Engineering","Hackathon, Project Exhibition",Both
U576,"AWS, Azure, Docker","Software Engineering, DevOps, Cloud Architecture, Cloud Computing",Bootcamp,Offline
U577,"Raspberry Pi, Embedded Systems, Problem Solving, Actuators, Drone Technology","Autonomous Systems, Internet of Things, Computer Vision, Drones, Artificial Intelligence",Competition,Both
U578,"Video Editing, Product Management, PCB Design, Communication, Embedded Systems","Startups, Leadership, 3D Design",Project Exhibition,Both
U579,"Software Development, Kubernetes, Azure","DevOps, Software Engineering, Cloud Architecture, Smart Devices, Automation","Workshop, Conference",Offline
U580,"Python, Problem Solving, Linux, Digital Forensics","Network Security, Cybersecurity, Cyber Defense",Bootcamp,Both
U581,"VLSI, PCB Design, Embedded Systems, DevOps, AWS","Embedded Systems, VLSI, PCB Design, Digital Electronics","Seminar, Hackathon",Both
U582,"AWS, Software Development, Kubernetes, Docker, Problem Solving, Linux","Software Engineering, DevOps, Cloud Computing, Cloud Architecture",Workshop,Offline
U583,"Communication, Robotics, Robot Programming, Raspberry Pi","Drones, UI/UX, Robotics",Conference,Online
U584,"AWS, ESP32, Circuit Design","Electronics, VLSI, Cloud Computing",Hackathon,Both
U585,"Digital Marketing, Communication, Business Strategy, Drone Technology, Embedded Systems, Project Management","Marketing, Public Speaking, Leadership, Software Engineering",Workshop,Both
U586,"Software Development, SQL, JavaScript, Computer Vision, Deep Learning","Frontend Development, Open Source, App Development, Backend Development",Workshop,Offline
U587,"Actuators, Robotics, Internet of Things, UI/UX Design","Animation, Internet of Things, 3D Design, Robotics","Bootcamp, Project Exhibition",Both
U588,"Actuators, SQL, Computer Vision, Embedded Systems","NLP, Leadership, Computer Vision, Smart Devices",Project Exhibition,Online
U589,"AWS, Kubernetes, Data Analytics, SQL, Web Development","Frontend Development, Generative AI, Cloud Computing",Competition,Offline
U590,"Embedded Systems, PCB Design, Microcontrollers","Electronics, Embedded Systems, Digital Electronics, VLSI","Seminar, Tech Talk",Offline
U591,"Data Science, Natural Language Processing, Embedded Systems, Problem Solving","Internet of Things, Artificial Intelligence, Generative AI, Autonomous Systems",Competition,Offline
U592,"Technical Writing, Sensors, Automation, Embedded Systems, Robotics, AWS","Smart Devices, Robotics, Autonomous Systems","Workshop, Competition",Online
U593,"App Development, Software Development, Linux, SQL","Backend Development, Web Development, DevOps",Webinar,Both
U594,"Web Development, Node.js, HTML/CSS","Backend Development, Frontend Development, App Development, Open Source",Project Exhibition,Both
U595,"Embedded Systems, Electronics, ESP32, Circuit Design, PCB Design, Azure","VLSI, Internet of Things, Digital Electronics","Project Exhibition, Workshop",Both
U596,"Communication, 3D Design, Python","Graphic Design, 3D Design, Leadership, UI/UX","Seminar, Project Exhibition",Online
U597,"React, API Development, Problem Solving, Frontend Development, Graphic Design","Generative AI, Web Development, App Development, Machine Learning",Project Exhibition,Both
U598,"Software Development, Node.js, Frontend Development, React, Web Development","Software Engineering, Backend Development, Web Development, Machine Learning","Hackathon, Competition",Offline
U599,"Azure, Docker, AWS, Problem Solving","Cloud Architecture, Cloud Computing, DevOps, Software Engineering",Conference,Online
U600,"Backend Development, Marketing, Leadership, API Development, Web Development, Problem Solving","NLP, Product Management, Web Development","Hackathon, Workshop",Online
U601,"Video Editing, UI/UX Design, Backend Development","UI/UX, 3D Design, App Development, Startups, Entrepreneurship",Workshop,Online
U602,"Problem Solving, Video Editing, Data Analytics, 3D Design","3D Design, Internet of Things, NLP, UI/UX",Project Exhibition,Both
U603,"Network Security, Digital Forensics, Graphic Design, Problem Solving, CAD, Communication","Cybersecurity, Product Design, Network Security",Conference,Online
U604,"Cryptography, Linux, Network Security, SQL, Node.js, API Development","Network Security, Cybersecurity, Digital Forensics, 3D Design","Workshop, Project Exhibition",Offline
U605,"Cryptography, Cybersecurity, Linux, Ethical Hacking","Digital Forensics, Cybersecurity, Ethical Hacking","Bootcamp, Competition",Online
U606,"Linux, Problem Solving, Digital Forensics, Embedded Systems, Video Editing","Digital Forensics, Ethical Hacking, Network Security, Cybersecurity",Bootcamp,Offline
U607,"Deep Learning, Natural Language Processing, Machine Learning","NLP, Machine Learning, Ethical Hacking, Generative AI",Conference,Online
U608,"Linux, Cybersecurity, Digital Forensics, UI/UX Design","Network Security, Ethical Hacking, Cybersecurity",Competition,Online
U609,"Embedded Systems, VLSI, Microcontrollers, Linux, Cryptography","Microcontrollers, Electronics, PCB Design",Hackathon,Offline
U610,"Machine Learning, Computer Vision, Generative AI","Machine Learning, Computer Vision, Data Science, Backend Development","Project Exhibition, Tech Talk",Both
U611,"Innovation, Teamwork, Business Strategy","Entrepreneurship, Product Management, Leadership, Startups, Robotics",Conference,Both
U612,"Digital Forensics, Problem Solving, Linux, Ethical Hacking, Teamwork","Cybersecurity, Cyber Defense, Ethical Hacking, Network Security, Digital Forensics","Conference, Competition",Online
U613,"Digital Forensics, Teamwork, Network Security, Problem Solving","Cybersecurity, Digital Forensics, Network Security","Workshop, Competition",Offline
U614,"Digital Forensics, Network Security, Problem Solving, Cybersecurity","Digital Forensics, Ethical Hacking, Cybersecurity, Network Security, Product Design",Seminar,Offline
U615,"Embedded Systems, Problem Solving, Electronics","Robotics, Internet of Things, PCB Design, VLSI",Seminar,Both
U616,"Electronics, Microcontrollers, ESP32","Microcontrollers, Embedded Systems, Digital Electronics, Digital Forensics","Competition, Tech Talk",Offline
U617,"HTML/CSS, Software Development, Embedded Systems, React, Frontend Development, Microcontrollers","VLSI, Frontend Development, Software Engineering",Bootcamp,Online
U618,"Arduino, Digital Forensics, VLSI, Circuit Design","Digital Forensics, Internet of Things, Cybersecurity, Autonomous Systems, Robotics",Seminar,Online
U619,"Microcontrollers, ESP32, Digital Electronics","Embedded Systems, PCB Design, Microcontrollers, Cyber Defense",Hackathon,Online
U620,"Python, HTML/CSS, SQL","App Development, Ethical Hacking, Open Source, Web Development","Bootcamp, Hackathon",Offline
U621,"Data Analytics, Arduino, SQL, Machine Learning, Problem Solving","Artificial Intelligence, Robotics, Data Science, Generative AI",Workshop,Offline
U622,"Public Speaking, Innovation, Actuators, Raspberry Pi, Project Management","Smart Devices, Product Management, Public Speaking, Marketing, Internet of Things",Seminar,Both
U623,"Ethical Hacking, Teamwork, Python, Entrepreneurship, Innovation, Digital Forensics","Cybersecurity, Marketing, Startups, Digital Forensics",Workshop,Offline
U624,"Machine Learning, Data Analytics, Problem Solving, SQL","Generative AI, Data Analytics, Data Science",Bootcamp,Both
U625,"Automation, Embedded Systems, Teamwork, Internet of Things, Actuators","Drones, Internet of Things, Autonomous Systems","Workshop, Conference",Online
U626,"Circuit Design, Embedded Systems, Digital Electronics, VLSI, Microcontrollers","Microcontrollers, Internet of Things, VLSI, Digital Electronics",Seminar,Online
U627,"Problem Solving, Digital Forensics, PCB Design, Python, Digital Electronics","Network Security, VLSI, Ethical Hacking","Bootcamp, Competition",Online
U628,"Python, Deep Learning, Data Analytics, Natural Language Processing, Computer Vision, Problem Solving","Machine Learning, Artificial Intelligence, Data Analytics, Cloud Architecture","Bootcamp, Seminar",Offline
U629,"Sensors, Robotics, Raspberry Pi, PCB Design, Electronics, Digital Electronics","Internet of Things, Drones, Robotics, Automation",Competition,Both
U630,"Natural Language Processing, Public Speaking, Project Management, Product Management","Innovation, Product Management, Data Science, Animation","Workshop, Conference",Both
U631,"Cybersecurity, Cryptography, Network Security, Linux, Ethical Hacking","Network Security, Digital Forensics, Ethical Hacking","Bootcamp, Conference",Online
U632,"Problem Solving, Computer Vision, Cybersecurity, Cryptography, 3D Design","Digital Forensics, Network Security, Artificial Intelligence, Generative AI",Competition,Both
U633,"Project Management, Communication, Natural Language Processing","Innovation, Product Management, Data Science, Autonomous Systems","Workshop, Conference",Online
U634,"Raspberry Pi, Actuators, Embedded Systems, Data Analytics, Robotics, Problem Solving, Deep Learning","Data Science, Generative AI, NLP, Drones","Bootcamp, Project Exhibition",Online
U635,"CAD, Content Creation, Video Editing, UI/UX Design, Animation, SQL","Animation, Product Design, UI/UX",Project Exhibition,Both
U636,"HTML/CSS, Problem Solving, Node.js, Web Development, React, Frontend Development","Data Analytics, Web Development, Backend Development, Machine Learning",Workshop,Offline
U637,"Communication, Innovation, Leadership, Entrepreneurship, Digital Marketing","Public Speaking, Product Management, Marketing",Workshop,Offline
U638,"Machine Learning, Computer Vision, Digital Marketing, Data Science, Public Speaking","Leadership, Data Science, UI/UX, Innovation",Tech Talk,Online
U639,"Communication, Backend Development, Project Management, Marketing, Digital Marketing","Entrepreneurship, Public Speaking, App Development, Product Management","Bootcamp, Webinar",Offline
U640,"Internet of Things, Digital Electronics, Embedded Systems","Autonomous Systems, Graphic Design, 3D Design","Workshop, Competition",Offline
U641,"App Development, API Development, Node.js, Software Development, Backend Development","App Development, Web Development, Backend Development",Competition,Both
U642,"Linux, DevOps, Kubernetes, Communication","Cloud Architecture, Cloud Computing, DevOps, PCB Design",Bootcamp,Offline
U643,"Kubernetes, Software Development, Cybersecurity, Python, AWS, Problem Solving","Cloud Computing, Cyber Defense, Software Engineering",Tech Talk,Online
U644,"Cybersecurity, Linux, Kubernetes, AWS","Digital Forensics, Cloud Computing, Network Security, DevOps","Tech Talk, Project Exhibition",Online
U645,"Problem Solving, Technical Writing, Generative AI","Computer Vision, Data Science, Data Analytics, NLP, Software Engineering",Workshop,Both
U646,"AWS, Software Development, Kubernetes, Deep Learning, VLSI","Cloud Architecture, Computer Vision, Software Engineering, Cloud Computing",Tech Talk,Both
U647,"Software Development, API Development, JavaScript, Backend Development, Network Security","Web Development, Open Source, App Development",Competition,Both
U648,"Communication, Problem Solving, SQL","Animation, Frontend Development, Backend Development",Conference,Offline
U649,"Web Development, Network Security, Python, JavaScript","Network Security, Frontend Development, Leadership","Workshop, Tech Talk",Offline
U650,"SQL, Deep Learning, Computer Vision, Natural Language Processing, Python","Artificial Intelligence, NLP, Computer Vision",Conference,Both
U651,"Python, PCB Design, UI/UX Design, 3D Design","3D Design, Graphic Design, Cyber Defense",Seminar,Both
U652,"Computer Vision, Problem Solving, Project Management","Product Management, Smart Devices, NLP, Public Speaking",Workshop,Both
U653,"Technical Writing, Actuators, Automation, Drone Technology, Python","Generative AI, NLP, Machine Learning, Product Management",Seminar,Online
U654,"Robotics, Arduino, Cloud Computing, Actuators, Automation","Smart Devices, Autonomous Systems, Backend Development","Competition, Conference",Online
U655,"Software Development, Cloud Computing, Azure","Software Engineering, Cloud Architecture, Cloud Computing","Conference, Webinar",Online
U656,"CAD, Communication, AWS, Teamwork","Cloud Computing, Leadership, Animation",Bootcamp,Offline
U657,"Product Management, Business Strategy, Problem Solving, ESP32, Linux","Internet of Things, Startups, Entrepreneurship",Seminar,Online
U658,"Problem Solving, Leadership, Project Management","Machine Learning, Marketing, Data Science","Webinar, Career Fair",Online
U659,"Software Development, Frontend Development, SQL, Teamwork, Backend Development","Software Engineering, Backend Development, Open Source, Autonomous Systems",Bootcamp,Offline
U660,"Network Security, Ethical Hacking, Digital Forensics, Cryptography, Machine Learning","Ethical Hacking, Digital Forensics, Network Security",Conference,Both
U661,"Teamwork, Animation, UI/UX Design","Graphic Design, Data Analytics, Cybersecurity",Competition,Both
U662,"Marketing, Project Management, Communication","Product Management, Leadership, Entrepreneurship, Marketing","Conference, Competition",Offline
U663,"Communication, Python, Digital Marketing, Data Analytics, Project Management","Machine Learning, NLP, Leadership, Marketing",Seminar,Offline
U664,"Electronics, Microcontrollers, ESP32, Embedded Systems, Robotics","Microcontrollers, Embedded Systems, Digital Electronics, Product Management",Competition,Both
U665,"Linux, Electronics, Arduino, DevOps","Internet of Things, VLSI, Cloud Computing","Webinar, Seminar",Offline
U666,"Arduino, Embedded Systems, Leadership, VLSI","VLSI, Internet of Things, Digital Electronics, Robotics, Drones","Hackathon, Career Fair",Both
U667,"Robotics, Digital Electronics, Automation","Automation, Smart Devices, PCB Design",Workshop,Both
U668,"Circuit Design, VLSI, PCB Design, Electronics","PCB Design, Digital Electronics, Embedded Systems",Seminar,Online
U669,"Backend Development, Frontend Development, SQL","App Development, Software Engineering, Frontend Development, Open Source",Bootcamp,Online
U670,"Ethical Hacking, Docker, Cryptography","Cybersecurity, Cloud Computing, Cloud Architecture","Conference, Webinar",Online
U671,"App Development, JavaScript, Backend Development, React, Problem Solving","Open Source, Web Development, Backend Development",Project Exhibition,Offline
U672,"Automation, Raspberry Pi, Robotics, Internet of Things, Public Speaking, Business Strategy","Robotics, Autonomous Systems, Smart Devices, Cyber Defense","Hackathon, Workshop",Both
U673,"Digital Electronics, Cybersecurity, Cryptography, ESP32, Problem Solving","Cyber Defense, Digital Electronics, Ethical Hacking",Project Exhibition,Offline
U674,"Embedded Systems, Circuit Design, Digital Electronics, PCB Design, ESP32","Microcontrollers, PCB Design, Internet of Things",Project Exhibition,Offline
U675,"Embedded Systems, PCB Design, Project Management, Drone Technology","Internet of Things, PCB Design, Robotics, Electronics",Workshop,Offline
U676,"3D Design, TypeScript, SQL, UI/UX Design, Natural Language Processing","Generative AI, Graphic Design, App Development",Competition,Both
U677,"Linux, Cryptography, Digital Forensics","Cybersecurity, Internet of Things, Digital Forensics, Artificial Intelligence, Machine Learning",Workshop,Online
U678,"Technical Writing, Generative AI, SQL, Problem Solving","Computer Vision, Data Science, Data Analytics, Embedded Systems","Tech Talk, Workshop",Offline
U679,"Digital Electronics, Circuit Design, Microcontrollers, Electronics, Actuators","Electronics, VLSI, Drones",Seminar,Online
U680,"Natural Language Processing, Data Analytics, Problem Solving, Python, Generative AI","Generative AI, Artificial Intelligence, Data Science, Software Engineering, Cloud Computing",Bootcamp,Offline
U681,"Ethical Hacking, AWS, Digital Electronics, Cryptography, Arduino, Azure","Network Security, Cloud Computing, Cloud Architecture",Workshop,Offline
U682,"SQL, App Development, React, Technical Writing, Video Editing","App Development, Web Development, Backend Development, Frontend Development",Hackathon,Online
U683,"HTML/CSS, API Development, Frontend Development, SQL","Software Engineering, Backend Development, Open Source",Competition,Online
U684,"Problem Solving, Ethical Hacking, Internet of Things, Digital Electronics, Embedded Systems","Internet of Things, Ethical Hacking, Digital Electronics, Smart Devices",Conference,Online
U685,"Problem Solving, Cybersecurity, Cryptography, Computer Vision","Digital Forensics, Generative AI, Artificial Intelligence, Network Security",Competition,Both
U686,"Cybersecurity, Problem Solving, Cryptography, Communication, Network Security","Cyber Defense, Cybersecurity, Network Security","Conference, Competition",Offline
U687,"Linux, Kubernetes, AWS, Docker","Software Engineering, Cloud Computing, Cloud Architecture, DevOps",Tech Talk,Offline
U688,"AWS, Network Security, Linux, Cryptography, Kubernetes, Cloud Computing","Digital Forensics, Network Security, Cloud Computing, Ethical Hacking",Conference,Online
U689,"Marketing, Public Speaking, Communication, Deep Learning, Problem Solving","Public Speaking, Product Management, Marketing",Workshop,Online
U690,"Azure, Communication, AWS, Machine Learning, Data Analytics","Artificial Intelligence, Cloud Computing, Generative AI, DevOps","Hackathon, Bootcamp",Online
U691,"Business Strategy, Teamwork, Public Speaking","Product Management, Entrepreneurship, Startups",Conference,Offline
U692,"Entrepreneurship, Public Speaking, Project Management","Public Speaking, Entrepreneurship, Startups, Leadership","Webinar, Competition",Online
U693,"PCB Design, Circuit Design, VLSI, React","Open Source, Frontend Development, Backend Development, VLSI",Workshop,Online
U694,"Marketing, Public Speaking, Entrepreneurship","Public Speaking, Leadership, Startups","Workshop, Conference",Both
U695,"Project Management, Leadership, Teamwork, Public Speaking","Entrepreneurship, Marketing, Leadership, Animation","Career Fair, Competition",Offline
U696,"Node.js, React, UI/UX Design, Content Creation, TypeScript","3D Design, Animation, Backend Development, UI/UX",Project Exhibition,Both
U697,"Electronics, Digital Electronics, Embedded Systems, Arduino","Microcontrollers, Embedded Systems, Internet of Things, Digital Electronics, Animation","Seminar, Conference",Both
U698,"Azure, Natural Language Processing, Computer Vision, Data Science, Cybersecurity","Digital Forensics, DevOps, Cloud Computing, Ethical Hacking, Network Security",Competition,Offline
U699,"AWS, Linux, Kubernetes, Ethical Hacking, Cybersecurity","Network Security, Digital Forensics, DevOps, Cloud Computing",Tech Talk,Online
U700,"App Development, Video Editing, Problem Solving, Animation, React, Teamwork","3D Design, App Development, Software Engineering, Product Design","Bootcamp, Project Exhibition",Online
U701,"Problem Solving, Data Analytics, Data Science, Natural Language Processing, AWS","Data Science, Artificial Intelligence, Data Analytics","Bootcamp, Tech Talk",Offline
U702,"ESP32, Circuit Design, Embedded Systems, Digital Electronics","Embedded Systems, PCB Design, Internet of Things, Microcontrollers","Project Exhibition, Workshop",Online
U703,"UI/UX Design, CAD, Content Creation, Animation","3D Design, Animation, UI/UX","Workshop, Tech Talk",Online
U704,"Marketing, Entrepreneurship, Digital Marketing","Public Speaking, Product Management, Leadership, Cloud Architecture, Cloud Computing","Workshop, Seminar",Offline
U705,"Network Security, Kubernetes, Linux, Problem Solving, Cloud Computing","DevOps, Cyber Defense, Software Engineering",Workshop,Both
U706,"JavaScript, API Development, React, Ethical Hacking, Computer Vision","Backend Development, Software Engineering, Web Development",Competition,Both
U707,"Drone Technology, Cybersecurity, Embedded Systems, Communication, Automation","Smart Devices, Data Analytics, Robotics, Autonomous Systems, Ethical Hacking",Hackathon,Both
U708,"Public Speaking, Business Strategy, Entrepreneurship, Graphic Design, UI/UX Design","Entrepreneurship, Innovation, Startups, Marketing",Workshop,Offline
U709,"Ethical Hacking, Cryptography, Cybersecurity","Network Security, Cybersecurity, Digital Forensics",Conference,Offline
U710,"Leadership, Problem Solving, Software Development, Circuit Design, Embedded Systems, SQL","Embedded Systems, Electronics, PCB Design","Bootcamp, Workshop",Offline
U711,"PCB Design, Electronics, VLSI","Microcontrollers, Embedded Systems, Electronics, Internet of Things",Seminar,Online
U712,"Network Security, Problem Solving, Digital Forensics","Digital Forensics, Ethical Hacking, Cybersecurity",Seminar,Online
U713,"React, Teamwork, Problem Solving, App Development, Web Development","Software Engineering, App Development, Data Science, Digital Forensics",Project Exhibition,Online
U714,"Machine Learning, Natural Language Processing, Data Analytics, Communication","Machine Learning, Generative AI, Artificial Intelligence, Data Analytics",Workshop,Both
U715,"AWS, Software Development, DevOps","Cloud Architecture, DevOps, Software Engineering, Internet of Things",Tech Talk,Both
U716,"CAD, Content Creation, Video Editing, Communication, Animation","Product Design, Animation, 3D Design, Graphic Design",Workshop,Offline
U717,"Communication, 3D Design, Digital Electronics, PCB Design","UI/UX, NLP, Graphic Design, Data Analytics",Bootcamp,Both
U718,"Data Analytics, Innovation, 3D Design, Leadership, Project Management, Product Management","Animation, Public Speaking, Graphic Design, Product Design, Entrepreneurship",Bootcamp,Both
U719,"Robotics, ESP32, PCB Design, Drone Technology, Digital Electronics","PCB Design, Internet of Things, Electronics",Hackathon,Both
U720,"Teamwork, SQL, Animation, Linux, UI/UX Design","Cybersecurity, Graphic Design, Data Analytics, Startups",Conference,Both
U721,"React, JavaScript, Backend Development, SQL","Frontend Development, Software Engineering, App Development, Graphic Design",Competition,Both
U722,"Embedded Systems, Actuators, Internet of Things, Sensors, Arduino","Internet of Things, Drones, Automation","Competition, Hackathon",Both
U723,"Business Strategy, Leadership, Computer Vision","Product Management, Generative AI, NLP","Workshop, Career Fair",Online
U724,"Problem Solving, Cybersecurity, Cryptography, Entrepreneurship, Leadership","Digital Forensics, Network Security, Ethical Hacking","Competition, Seminar",Both
U725,"Problem Solving, Data Science, Data Analytics, Natural Language Processing","Artificial Intelligence, Data Analytics, Data Science, Machine Learning",Bootcamp,Both
U726,"SQL, Generative AI, Computer Vision, Python","Data Science, Data Analytics, Generative AI",Hackathon,Offline
U727,"Problem Solving, Network Security, Cryptography, Machine Learning","Data Science, Cybersecurity, Digital Forensics, Cyber Defense","Hackathon, Bootcamp",Both
U728,"DevOps, UI/UX Design, Content Creation, Azure","Graphic Design, Animation, Software Engineering","Conference, Project Exhibition",Both
U729,"Generative AI, Machine Learning, Data Analytics, Python, Deep Learning","NLP, Data Analytics, Generative AI",Bootcamp,Offline
U730,"Network Security, Software Development, React, Graphic Design","Frontend Development, Network Security, Open Source, Cybersecurity, Ethical Hacking","Seminar, Competition",Both
